gid,year,barren_ih,bdist3,capdist,excluded,forest_ih,gwno,water_ih
"215196","2010","0","204.368","5436.1","0","80.91","365","0"
"215197","2010","0","180.5064","5457.082",,"66.49","365","0"
"215198","2010","0","157.8379","5477.969",,"53.71","365","0"
"215199","2010","0","136.4103","5498.762",,"0","365","0.01"
"215200","2010","0","116.9652","5519.46",,"17.96","365","0"
"215201","2010","0","100.3412","5540.063",,"26.26","365","0"
"215202","2010","0","76.65856","5560.568",,"39.27","365","0"
"215203","2010","0","52.22051","5580.977",,"10.77","365","0"
"215204","2010","0","30.87848","5601.288","0","7.59","365","0.01"
"215205","2010",,"11.92877","5621.501","1",,"365",
"215206","2010","0","1.89627","5641.616","1","3.16","365","47.39"
"215207","2010",,"13.40399","5661.631","0",,"365",
"215208","2010",,"14.07453","5681.546","0",,"365",
"215209","2010",,"16.52242","5701.362","0",,"365",
"215210","2010",,"14.36682","5721.076","0",,"365",
"215211","2010",,"16.46394","5740.689","0",,"365",
"215212","2010",,"3.114609","5760.2",,,"365",
"215213","2010","0","4.634909","5779.609",,"2.64","365","49.94"
"215214","2010",,"13.28814","5798.914",,,"365",
"215215","2010","0","8.464136","5818.116",,"0.52","365","58.45"
"215216","2010",,"1.584344","5837.213","0",,"365",
"215217","2010",,"9.289968","5856.206","0",,"365",
"215218","2010",,"2.771421","5875.093","0",,"365",
"215219","2010",,"17.21544","5893.875","0",,"365",
"215221","2010",,"24.2629","5931.117","0",,"365",
"215222","2010",,"11.28592","5949.578","0",,"365",
"215223","2010",,"14.43866","5967.93","0",,"365",
"215224","2010","38.91","4.950167","5986.173","0","0","365","47.11"
"215225","2010","62.51","0.9943063","6004.308","0","0","365","15.04"
"215226","2010","73.13","23.96362","6022.332","0","0","365","0.61"
"215227","2010","53.9","5.362617","6040.246","0","0","365","26.67"
"215228","2010","47.92","7.587322","6058.049","0","0","365","34.88"
"215229","2010","48.84","6.997972","6075.741","0","0","365","33.62"
"215230","2010","56.78","8.101962","6093.321","0","0","365","40.45"
"215231","2010",,"5.438303","6110.789","0",,"365",
"215240","2010",,"12.86214","6262.842","0",,"365",
"215241","2010","59.82","6.396344","6279.154",,"0","365","34.44"
"215242","2010","99.68","26.36494","6295.348","1","0","365","0.14"
"215243","2010","99.76","46.521","6311.423","1","0","365","0.02"
"215244","2010","76.22","65.29401","6327.378",,"0","365","0.01"
"215245","2010","73.21","38.6195","6343.214","1","0","365","0.07"
"215246","2010","56.54","15.59542","6358.929","1","0","365","3.09"
"215247","2010",,"0.45099","6374.522","1",,"365",
"215248","2010",,"24.84185","6389.995","0",,"365",
"215249","2010",,"11.26031","6405.345","0",,"365",
"215250","2010",,"10.14103","6420.573",,,"365",
"215306","2010",,"28.5241","6382.806","1",,"2",
"215307","2010",,"14.05086","6356.769","1",,"2",
"215308","2010",,"2.993663","6330.663","1",,"2",
"215309","2010",,"15.78979","6304.491","1",,"2",
"215312","2010",,"12.45627","6225.582","1",,"2",
"215313","2010",,"5.157897","6199.151","1",,"2",
"215314","2010",,"9.17377","6172.659","1",,"2",
"215315","2010",,"20.65441","6146.106","1",,"2",
"215316","2010",,"15.28292","6119.494","1",,"2",
"215317","2010","0","10.05407","6092.822","1","0","2","21.07"
"215318","2010","1.63","35.83493","6066.093","1","0","2","0"
"215319","2010","3.27","61.05326","6039.308","1","0.04","2","0.13"
"215320","2010","30","77.16458","6012.466","1","0.08","2","1.68"
"215321","2010","29.47","83.6397","5985.57","1","0.36","2","3.56"
"215322","2010","20.72","75.81693","5958.621","1","1.19","2","6.78"
"215323","2010","0","65.30586","5931.62","1","1.02","2","26.72"
"215324","2010","0","66.24963","5904.567","1","3.53","2","8.13"
"215325","2010","0","78.23473","5877.464","1","2.69","2","1.18"
"215326","2010","75.2","71.79467","5850.312","1","14.56","2","3.31"
"215327","2010","97.39","66.72743","5823.112","1","0","2","2.15"
"215328","2010","93.41","73.20656","5795.865","1","5.52","2","1.02"
"215329","2010","84.09","88.73767","5768.572","1","0","2","15.46"
"215330","2010","67.63","75.14712","5741.235","1","0","2","29.77"
"215331","2010","30.97","53.94628","5713.854","1","21.47","2","47.45"
"215332","2010","72.08","37.44287","5686.432","1","5.03","2","22.83"
"215333","2010","97.69","17.7153","5658.967","1","2.31","2","0"
"215334","2010","95","5.287908","5631.463","1","5","2","0"
"215335","2010",,"14.78044","5603.92","1",,"2",
"215337","2010","36.14","5.809533","5548.722","1","0","2","59.45"
"215338","2010","69.71","2.188778","5521.07","1","0","2","24.34"
"215339","2010","95.24","14.34724","5493.383","1","0","2","4.76"
"215340","2010","82.46","4.101901","5465.664","1","0","2","17.54"
"215341","2010","100","0.3313087","5437.913","1","0","2","0"
"215342","2010",,"13.16636","5410.131","1",,"2",
"215343","2010",,"23.16727","5382.321","1",,"2",
"215344","2010",,"19.66714","5354.482","1",,"2",
"215345","2010",,"5.329539","5326.617","1",,"2",
"215346","2010",,"19.44252","5298.727","1",,"2",
"215351","2010",,"10.75151","5158.94","1",,"2",
"215352","2010",,"18.30514","5130.925","1",,"2",
"215353","2010",,"27.80589","5102.895","1",,"2",
"215357","2010",,"22.67776","4990.641","1",,"2",
"215358","2010","25","9.301987","4962.552","1","18.02","2","0"
"215359","2010","94.73","2.235316","4934.456","1","2.64","2","0"
"215360","2010","95.61","4.136149","4906.354","1","4.39","2","0"
"215361","2010","38.46","10.31974","4878.247","1","12.27","2","0"
"215362","2010","80.76","1.513563","4850.138","1","16.01","2","0"
"215363","2010","100","7.953577","4822.028","1","0","2","0"
"215364","2010","100","12.88938","4337.972","1","0","20","0"
"215365","2010","100","32.99255","4310.078","1","0","20","0"
"215366","2010","94.44","53.29721","4282.161","1","5.56","20","0"
"215367","2010","100","28.16928","4254.222","1","0","20","0"
"215368","2010","98.05","12.48201","4226.262","1","0","20","1.95"
"215369","2010","100","2.331099","4198.282","1","0","20","0"
"215370","2010","95.85","5.343481","4170.285","1","2.73","20","1.42"
"215371","2010","78.87","24.23735","4142.27","1","3.32","20","5.36"
"215372","2010","10.45","47.65054","4114.24","1","31.48","20","13.81"
"215373","2010","2.68","74.12402","4086.195","1","52.93","20","17.04"
"215374","2010","25.38","97.72619","4058.137","1","24.56","20","3.52"
"215375","2010","10.65","119.4646","4030.068","1","43.22","20","5.5"
"215376","2010","0","143.5349","4001.988","1","71.93","20","12.48"
"215377","2010","1.84","164.4959","3973.9","1","55.34","20","0"
"215378","2010","19.83","186.1085","3945.804","1","23.92","20","1.97"
"215379","2010","24.98","209.3828","3917.702","1","14.74","20","2.54"
"215380","2010","22.34","232.0785","3889.596","1","28.02","20","0"
"215381","2010","1.97","255.1725","3861.488","1","83.71","20","0"
"215382","2010","0","279.2921","3833.377","1","98.18","20","1.82"
"215383","2010","0","304.1924","3805.268","1","98.1","20","1.9"
"215384","2010","0","329.6953","3777.16","1","98.23","20","1.77"
"215385","2010","0","355.6698","3749.055","1","97.94","20","2.06"
"215386","2010","0","382.0099","3720.957","1","97.66","20","2.34"
"215387","2010","0","408.538","3692.865","1","98.02","20","1.98"
"215388","2010","0","435.0823","3664.781","1","98.82","20","0"
"215389","2010","0","461.4017","3636.708","1","86.77","20","0"
"215390","2010","0","487.9883","3608.648","1","93.88","20","0"
"215391","2010","0","513.1414","3580.602","1","100","20","0"
"215392","2010","0","531.8349","3552.572","1","96.11","20","2.23"
"215393","2010","0","551.4761","3524.56","1","93.47","20","2.41"
"215394","2010","0","571.9662","3496.568","1","96.33","20","3.67"
"215395","2010","0","593.2162","3468.599","1","100","20","0"
"215396","2010","0","615.1464","3440.653","1","98.87","20","1.13"
"215397","2010","0","637.6853","3412.734","1","98.75","20","1.25"
"215398","2010","0","660.7695","3384.844","1","98.39","20","1.61"
"215399","2010","0","684.3427","3356.984","1","96.69","20","3.31"
"215400","2010","0","708.3547","3329.158","1","98.52","20","1.48"
"215401","2010","0","732.7613","3301.367","1","100","20","0"
"215402","2010","0","757.5229","3273.614","1","96.13","20","3.87"
"215403","2010","0","782.6046","3245.902","1","78.35","20","21.65"
"215404","2010","0","807.9753","3218.233","1","96.67","20","3.33"
"215405","2010","0","833.6072","3190.609","1","98.61","20","1.39"
"215406","2010","0","859.4756","3163.033","1","100","20","0"
"215407","2010","0","876.6517","3135.509","1","100","20","0"
"215408","2010","0","863.2909","3108.039","1","100","20","0"
"215409","2010","0","850.4547","3080.626","1","98.16","20","0"
"215410","2010","0","838.1681","3053.272","1","90.33","20","0"
"215411","2010","0","826.4563","3025.982","1","97.2","20","2.8"
"215412","2010","0","815.3448","2998.758","1","91.91","20","8.09"
"215413","2010","0","804.8593","2971.603","1","93.53","20","6.47"
"215414","2010","0","795.025","2944.521","1","95.78","20","4.22"
"215415","2010","0","785.867","2917.516","1","98.87","20","1.13"
"215416","2010","0","777.4099","2890.59","1","98.61","20","1.39"
"215417","2010","0","769.6772","2863.748","1","95.88","20","4.12"
"215418","2010","0","762.6915","2836.993","1","92.12","20","7.88"
"215419","2010","0","756.4739","2810.33","1","84.77","20","15.23"
"215420","2010","0","751.0145","2783.762","1","70.31","20","16.52"
"215421","2010","0","746.3456","2757.294","1","92.81","20","0"
"215422","2010","0","742.4969","2730.93","1","87.07","20","0"
"215423","2010","0","739.4812","2704.673","1","77.22","20","22.78"
"215424","2010","0","737.309","2678.53","1","89.38","20","10.62"
"215425","2010","0","723.8502","2652.504","1","88.11","20","11.89"
"215426","2010","0","695.9695","2626.6","1","86.56","20","13.44"
"215427","2010","0","668.08","2600.824","1","80.92","20","17.13"
"215428","2010","0","640.1824","2575.18","1","61.63","20","27.63"
"215429","2010","0","612.2773","2549.675","1","60.82","20","21.59"
"215430","2010","0","584.3652","2524.313","1","45.98","20","16.68"
"215431","2010","3.1","556.4468","2499.099","1","61.16","20","21.28"
"215432","2010","6.13","528.5229","2474.041","1","51.92","20","21.06"
"215433","2010","0","500.5942","2449.144","1","66.19","20","14.72"
"215434","2010","0","472.6617","2424.414","1","50.26","20","12.97"
"215435","2010","3.37","444.7264","2399.857","1","48.27","20","12.81"
"215436","2010","1.55","416.7894","2375.481","1","45.24","20","16.88"
"215437","2010","17.32","388.8522","2351.293","1","30.11","20","7.07"
"215438","2010","13.91","360.9165","2327.298","1","22.35","20","15.31"
"215439","2010","7.97","332.9845","2303.506","1","35.33","20","16.4"
"215440","2010","8.64","305.059","2279.922","1","27.34","20","23.75"
"215441","2010","9.19","277.1437","2256.555","1","0","20","34.46"
"215442","2010","0","249.2441","2233.414","1","1.09","20","19.36"
"215443","2010","0","221.3679","2210.505","1","1.05","20","22.03"
"215444","2010","0","193.5271","2187.838","1","1.1","20","18.16"
"215445","2010","0","165.523","2165.422","1","1.02","20","24.21"
"215446","2010","0","137.4692","2143.265","1","1.26","20","6.42"
"215447","2010","0","109.4271","2121.376","1","1.23","20","8.38"
"215448","2010","0","81.32618","2099.766","1","1.2","20","11.11"
"215449","2010","0","53.22059","2078.444","1","1.23","20","8.63"
"215450","2010","0","25.11198","2057.42","1","1.15","20","14.68"
"215451","2010",,"2.998064","2036.704","1",,"20",
"215480","2010",,"2.92123","1623.23",,,"20",
"215481","2010",,"12.1231","1617.32",,,"20",
"215485","2010",,"4.557456","1600.412","1",,"20",
"215486","2010","52.44","5.961008","1597.896","1","0","20","28.76"
"215487","2010","60.52","31.3808","1596.072","1","0","20","17.79"
"215488","2010","59.69","51.30247","1594.944","1","0","20","18.92"
"215489","2010","60.03","71.43077","1594.512",,"0","20","18.46"
"215490","2010","52.85","95.2919","1594.776","1","0","20","28.21"
"215491","2010","52.31","120.9154","1595.738","1","0","20","28.94"
"215492","2010","54.51","147.383","1597.395","1","0","20","25.95"
"215493","2010","51.8","160.7299","1599.745","1","0","20","29.63"
"215494","2010","59.47","133.5613","1602.785","1","0","20","19.22"
"215495","2010","67.96","106.8071","1606.511",,"0","20","7.68"
"215496","2010","66.65","80.88182","1610.918",,"0","20","9.46"
"215497","2010","62.42","56.93194","1616",,"0","20","15.21"
"215498","2010","65.81","37.80281","1621.751","1","0","20","10.61"
"215499","2010","61.31","26.40589","1628.163","1","0","20","16.71"
"215500","2010","63.69","23.54756","1635.228","1","0","20","13.48"
"215501","2010","51.36","7.972498","1642.938","1","0","20","0"
"215509","2010",,"13.03036","1726.574","1",,"20",
"215510","2010","46.78","6.197134","1739.601","1","0","20","36.44"
"215511","2010","72.99","13.56926","1753.159","1","0","20","7.29"
"215512","2010","58.79","0.1680997","1767.234","1","0","20","30.14"
"215513","2010",,"11.79176","1781.815","1",,"20",
"215638","2010",,"11.31279","921.243","0",,"200",
"215651","2010","0","0.03837216","308.9113",,"24.74","385","56.27"
"215652","2010","2.66","4.32055","280.9489",,"48.88","385","40.1"
"215653","2010","37.78","6.170906","252.9949",,"19.25","385","9.38"
"215654","2010","91.55","26.86711","225.0542",,"2.99","385","5.29"
"215655","2010","84.56","49.09457","197.1344",,"7.6","385","7.47"
"215656","2010","18.12","75.41984","169.248",,"30.12","385","6.74"
"215657","2010","0","102.3518","141.4166",,"68.26","385","8.01"
"215658","2010","0","83.31373","113.6829",,"84.43","385","5.29"
"215659","2010","0","55.21254","86.14362",,"90.88","385","3.94"
"215660","2010","0","27.14495","59.0739",,"91.57","385","3.02"
"215661","2010","0","2.003968","33.63091",,"73.96","385","11.18"
"215662","2010","0","5.878769","18.56861",,"42.29","385","18.42"
"215663","2010","0","29.11197","33.63091",,"56.21","385","8.35"
"215664","2010","0","8.483972","59.0739",,"89.01","385","7.07"
"215665","2010","0","16.63903","331.2634",,"88.12","380","9.08"
"215666","2010","0","34.69904","303.3083",,"80.76","380","14.75"
"215667","2010","0","56.37199","275.4113",,"83.22","380","10.81"
"215668","2010","0","80.02691","247.5937",,"90.05","380","7.17"
"215669","2010","0","104.6779","219.8876",,"87.71","380","10.67"
"215670","2010","0","77.95263","192.3431",,"85.26","380","11.56"
"215671","2010","0","52.8024","165.0432",,"90.92","380","6.62"
"215672","2010","0","33.04671","138.1347",,"87.14","380","7.46"
"215673","2010","0","22.43471","111.9025",,"76.42","380","3.41"
"215674","2010","0","18.84979","86.96317",,"64.79","380","8.36"
"215675","2010","0","11.25292","64.8283",,"65.26","380","6.18"
"215676","2010","0","5.935066","49.42384",,"47.43","380","7.17"
"215677","2010","0","27.71786","47.77777",,"79.87","380","3.63"
"215678","2010","0","5.995584","61.01405",,"57.84","380","30.43"
"215679","2010",,"9.739445","82.23523",,,"380",
"215681","2010",,"25.56751","265.8712","0",,"375",
"215685","2010",,"30.32668","157.2491",,,"375",
"215686","2010",,"10.54981","130.8939","0",,"375",
"215687","2010",,"9.219872","105.3495","0",,"375",
"215688","2010",,"19.80599","81.38522","0",,"375",
"215689","2010",,"28.11299","60.89815","0",,"375",
"215690","2010",,"20.77349","35.23814","0",,"366",
"215691","2010",,"16.39758","45.92779","0",,"366",
"215692","2010",,"9.70806","67.61819","0",,"366",
"215693","2010",,"17.95084","92.89867","0",,"366",
"215694","2010",,"22.61662","119.5113","0",,"366",
"215696","2010",,"14.33467","735.8669","0",,"365",
"215697","2010",,"3.035952","712.4904","0",,"365",
"215698","2010","0","3.556963","689.5901","0","67.3","365","0"
"215699","2010","0","17.50849","667.2165","0","58.56","365","9.52"
"215700","2010","0","19.70008","645.4255","0","15.17","365","16.44"
"215701","2010","0","13.75029","624.2797","0","7.33","365","12.21"
"215702","2010","0","34.03569","603.8477","0","29.89","365","1.59"
"215703","2010","0","60.15844","584.2058","0","48.63","365","14.63"
"215704","2010","0","87.45246","565.4374","0","70.19","365","2.63"
"215705","2010","5.35","114.8306","547.6335","0","60.97","365","1.19"
"215706","2010","38.88","142.3401","530.892","0","36.64","365","0.32"
"215707","2010","0","170.0128","515.3175","0","79.36","365","0.65"
"215708","2010","0","197.7788","501.0198","0","75.72","365","0.69"
"215709","2010","0","225.6025","488.1118","0","78.99","365","0.9"
"215710","2010","0","253.4636","476.7072","0","77.24","365","2.75"
"215711","2010","0","281.3495","466.9167","0","66.29","365","0.66"
"215712","2010","0","309.2523","458.8444","0","77.38","365","0.02"
"215713","2010","2.12","337.1663","452.5826","0","75.18","365","0.11"
"215714","2010","9.24","365.0875","448.2075","0","58.66","365","1.86"
"215715","2010","0","393.0129","445.7748","0","61.63","365","2.86"
"215716","2010","0","420.9404","445.3167","0","56.59","365","4.3"
"215717","2010","0","448.868","446.8391","0","53.55","365","11.52"
"215718","2010","0","457.2376","450.322","0","58.99","365","9.81"
"215719","2010","0","461.9946","455.7201","0","53.1","365","16.37"
"215720","2010","0","468.1451","462.9663","0","34.65","365","10.88"
"215721","2010","0","475.4722","471.9749","0","60.92","365","0.04"
"215722","2010","0","484.1201","482.6469","0","72.14","365","0.1"
"215723","2010","0","494.0189","494.8741","0","67.53","365","0.71"
"215724","2010","0","505.0533","508.5436","0","72.68","365","0.19"
"215725","2010","0","517.1392","523.5419","0","67.02","365","0.55"
"215726","2010","0","530.199","539.7573","0","69.23","365","0.73"
"215727","2010","0","543.3136","557.0828","0","82.72","365","0"
"215728","2010","0","557.2157","575.4172","0","86.17","365","0"
"215729","2010","0","567.8315","594.6661","0","92.41","365","0"
"215730","2010","0","577.2682","614.7428","0","91.55","365","0"
"215731","2010","0","587.701","635.5677","0","79.49","365","0"
"215732","2010","0","599.0178","657.0687","0","86.71","365","0"
"215733","2010","0","611.2241","679.1803","0","94.84","365","0"
"215734","2010","0","624.2697","701.8438","0","97.06","365","0"
"215735","2010","0","638.1023","725.0061","0","98.93","365","0"
"215736","2010","0","652.6711","748.6198","0","97.53","365","0"
"215737","2010","0","667.927","772.6423","1","92.92","365","0"
"215738","2010","0","683.8232","797.0353","1","92.85","365","0"
"215739","2010","0","700.3152","821.7646","1","90.34","365","0"
"215740","2010","0","717.361","846.7995","1","96.75","365","0"
"215741","2010","0","734.921","872.1122","1","98.92","365","0"
"215742","2010","0","752.9583","897.678","1","100","365","0"
"215743","2010","0","771.0664","923.4744","1","100","365","0"
"215744","2010","0","783.1539","949.4814","0","100","365","0"
"215745","2010","0","795.8597","975.6808","1","93.14","365","0"
"215746","2010","0","809.154","1002.056","0","86.63","365","0"
"215747","2010","0","800.1348","1028.592","0","95.63","365","0"
"215748","2010","0","782.0325","1055.276","0","98.32","365","0"
"215749","2010","0","764.6033","1082.094","0","94.51","365","0"
"215750","2010","0","747.9939","1109.036","0","94.83","365","0"
"215751","2010","0","732.2612","1136.092","0","96.69","365","0"
"215752","2010","0","717.4636","1163.253","0","96.63","365","0"
"215753","2010","0","703.6609","1190.508","0","86.94","365","1.11"
"215754","2010","0","690.9136","1217.852","0","78.15","365","2.7"
"215755","2010","0","679.2817","1245.276","0","89.74","365","0"
"215756","2010","0","668.8241","1272.774","0","96.32","365","0"
"215757","2010","0","659.5972","1300.34","0","96.12","365","0"
"215758","2010","0","651.6539","1327.967","0","93.22","365","0"
"215759","2010","0","645.0419","1355.652","0","96.56","365","0"
"215760","2010","0","639.8029","1383.388","0","98.47","365","1.53"
"215761","2010","0","635.9711","1411.171","0","98.72","365","1.28"
"215762","2010","0","633.5722","1438.998","0","97.66","365","0"
"215763","2010","0","624.0641","1466.863","0","100","365","0"
"215764","2010","0","612.306","1494.764","0","96.46","365","0"
"215765","2010","0","601.8271","1522.697","0","92.33","365","3.81"
"215766","2010","0","592.6959","1550.658","0","95.49","365","1.9"
"215767","2010","0","584.8447","1578.645","0","91.54","365","1.36"
"215768","2010","0","571.2181","1606.655","0","94.42","365","0"
"215769","2010","0","555.5946","1634.684","0","96.08","365","0"
"215770","2010","0","541.1626","1662.732","0","91.84","365","2.91"
"215771","2010","0","528.0207","1690.794","0","89.27","365","6.13"
"215772","2010","0","516.2681","1718.869","0","76.09","365","7.45"
"215773","2010","0","506.0023","1746.955","0","78.89","365","16.81"
"215774","2010","0","497.3161","1775.049","0","78.17","365","7.3"
"215775","2010","0","490.2938","1803.15","0","67.51","365","11.67"
"215776","2010","0","485.0081","1831.256","0","75.33","365","9.65"
"215777","2010","0","481.5165","1859.365","0","65.56","365","12.59"
"215778","2010","0","479.8583","1887.475","0","82.78","365","9.64"
"215779","2010","0","480.0526","1915.585","0","72.23","365","13.36"
"215780","2010","0","482.0973","1943.693","0","95.11","365","4.89"
"215781","2010","0","485.9687","1971.797","0","96.71","365","3.13"
"215782","2010","0","491.6236","1999.897","0","97.86","365","2.06"
"215783","2010","0","494.3073","2027.991","0","94.89","365","3.1"
"215784","2010","0","496.8227","2056.077","0","95.12","365","1.43"
"215785","2010","0","501.1109","2084.154","0","100","365","0"
"215786","2010","0","507.1266","2112.222","0","100","365","0"
"215787","2010","0","514.809","2140.278","0","97.96","365","0"
"215788","2010","0","524.0845","2168.322","0","98.06","365","0"
"215789","2010","0","534.8696","2196.353","0","100","365","0"
"215790","2010","0","547.0745","2224.369","0","100","365","0"
"215791","2010","0","560.6058","2252.369","0","100","365","0"
"215792","2010","0","575.3693","2280.353","0","97.48","365","0"
"215793","2010","0","591.2718","2308.32","0","98.86","365","1.14"
"215794","2010","0","590.4747","2336.267","0","100","365","0"
"215795","2010","0","591.0569","2364.196","0","100","365","0"
"215796","2010","0","593.1798","2392.104","0","100","365","0"
"215797","2010","0","596.8268","2419.99","0","96.7","365","0"
"215798","2010","0","601.97","2447.855","0","71.59","365","2.81"
"215799","2010","0","608.5711","2475.697","0","61.03","365","8.08"
"215800","2010","0","616.5831","2503.515","0","74.36","365","6.57"
"215801","2010","0","625.9513","2531.308","0","87.41","365","2.68"
"215802","2010","0","636.6154","2559.075","0","89.51","365","2.3"
"215803","2010","0","648.5108","2586.817","0","94.55","365","2.12"
"215804","2010","0","661.5706","2614.531",,"0","365","1.96"
"215805","2010","0","675.7265","2642.218","0","0","365","0"
"215806","2010","0","690.9105","2669.876","0","100","365","0"
"215807","2010","0","707.0555","2697.505",,"0","365","0"
"215808","2010","0","724.0964","2725.103",,"0","365","0"
"215809","2010","0","741.9706","2752.671",,"0","365","0"
"215810","2010","0","760.6183","2780.208",,"0","365","2.28"
"215811","2010","0","779.9833","2807.712","0","0","365","0.1"
"215812","2010","0","800.0123","2835.184","0","0","365","0.18"
"215813","2010","3.23","820.6558","2862.622","0","0","365","1.18"
"215814","2010","0","841.8674","2890.026","0","0","365","0.92"
"215815","2010","0","863.6042","2917.395","0","0","365","2.69"
"215816","2010","6.6","885.8264","2944.729","0","0","365","0.25"
"215817","2010","10.07","908.4972","2972.026","0","84.81","365","0.84"
"215818","2010","3.97","931.5826","2999.287","0","91.25","365","0.39"
"215819","2010","0","955.0516","3026.51","0","97.5","365","1.13"
"215820","2010","0","978.8751","3053.696","0","95.68","365","0.81"
"215821","2010","0","1003.027","3080.842","0","93.03","365","0"
"215822","2010","0","987.4844","3107.949","0","92.89","365","6.98"
"215823","2010","0","971.9042","3135.017","0","93.29","365","0"
"215824","2010","0","957.0727","3162.043","0","83.98","365","0"
"215825","2010","0","943.026","3189.029","0","85.83","365","0.31"
"215826","2010","0","929.8005","3215.973","0","76.22","365","0.21"
"215827","2010","0","917.4324","3242.874","0","86.8","365","0.04"
"215828","2010","0","905.9575","3269.733","0","97.68","365","0"
"215829","2010","0","895.4108","3296.548","0","92.66","365","0"
"215830","2010","0","885.8259","3323.319",,"82.08","365","0.05"
"215831","2010","0","877.2349","3350.045",,"84.56","365","0"
"215832","2010","0","869.6677","3376.725",,"87.94","365","0"
"215833","2010","0","863.1517","3403.36",,"87.89","365","0"
"215834","2010","0","857.7111","3429.948",,"93.88","365","0.01"
"215835","2010","0","853.3668","3456.49",,"91.46","365","0.01"
"215836","2010","0","850.1358","3482.983",,"96.3","365","0"
"215837","2010","61.33","848.0311","3509.429",,"16.67","365","0"
"215838","2010","73.6","847.0611","3535.825",,"0","365","0"
"215839","2010","73.6","847.2298","3562.172",,"0","365","0"
"215840","2010","65.42","848.5365","3588.47",,"11.11","365","0"
"215841","2010","69.51","850.9759","3614.717",,"5.56","365","0"
"215842","2010","0","854.5381","3640.912",,"88.33","365","0"
"215843","2010","0","859.2091","3667.056",,"0","365","0"
"215844","2010","0","864.9706","3693.148",,"0","365","0"
"215845","2010","0","871.7939","3719.187",,"0","365","0"
"215846","2010","0","879.6329","3745.173",,"0","365","0"
"215847","2010","0","888.4877","3771.105",,"0","365","0"
"215848","2010","0","898.3281","3796.982",,"0","365","0"
"215849","2010","0","909.1213","3822.805",,"0","365","0"
"215850","2010","0","920.8336","3848.572",,"84.82","365","0"
"215851","2010","0","933.4294","3874.282",,"0","365","0"
"215852","2010","0","946.873","3899.936",,"0","365","0"
"215853","2010","0","960.472","3925.533",,"0","365","0"
"215854","2010","0","972.4368","3951.072",,"0","365","0"
"215855","2010","0","985.2413","3976.553",,"0","365","0"
"215856","2010","0","996.302","4001.975","0","0","365","0"
"215857","2010","0","1007.885","4027.337","0","0","365","0"
"215858","2010","0","1020.294","4052.64","0","96.63","365","0"
"215859","2010","0","1012.242","4077.881","0","92.13","365","0"
"215860","2010","0","991.0753","4103.062","1","83.09","365","0"
"215861","2010","0","970.403","4128.181","1","0","365","0.15"
"215862","2010","0","950.2517","4153.238","1","91.96","365","0"
"215863","2010","0","930.6062","4178.232","1","96.3","365","0.02"
"215864","2010","0","911.558","4203.163","1","97.55","365","0.02"
"215865","2010","0","893.1464","4228.03","1","100","365","0"
"215866","2010","0","875.4126","4252.832","1","91.98","365","2.26"
"215867","2010","0","858.3995","4277.57","1","89.27","365","2.43"
"215868","2010","0","842.1518","4302.242","0","66.18","365","1.02"
"215869","2010","0","826.7155","4326.848","0","54.89","365","0"
"215870","2010","0","812.1376","4351.387","0","49.92","365","0"
"215871","2010","0","798.4661","4375.859","0","27.22","365","0"
"215872","2010","0","785.7488","4400.263","0","40.2","365","0"
"215873","2010","0","774.0338","4424.599","0","48.9","365","0"
"215874","2010","0","763.3676","4448.866","0","74.11","365","0"
"215875","2010","0","753.7953","4473.064","1","84.3","365","0.62"
"215876","2010","0","745.3597","4497.192","1","79.64","365","2.51"
"215877","2010","0","738.1002","4521.25","1","90.57","365","3.09"
"215878","2010","0","730.3741","4545.235","1","87.9","365","2.58"
"215879","2010","0","723.0825","4569.15","1","92.88","365","2.18"
"215880","2010","0","716.9969","4592.993","0","95.42","365","1.09"
"215881","2010","0","711.3053","4616.763","0","95.38","365","1.94"
"215882","2010","0","706.7396","4640.459","0","72.48","365","0.63"
"215883","2010","0","700.7602","4664.082","1","89.47","365","1.88"
"215884","2010","0","696.071","4687.63",,"95.32","365","0.39"
"215885","2010","0","692.6983","4711.104",,"91.5","365","0"
"215886","2010","0","690.6616","4734.501",,"89","365","0"
"215887","2010","0","689.9728","4757.823",,"96.32","365","0"
"215888","2010","0","690.5786","4781.069",,"92.66","365","0"
"215889","2010","0","692.1904","4804.237",,"75.25","365","0"
"215890","2010","0","694.5742","4827.327","1","91.46","365","0"
"215891","2010","0","698.2878","4850.339","1","92.66","365","0"
"215892","2010","0","703.31","4873.272","1","85.54","365","0"
"215893","2010","0","709.6128","4896.126","1","93.87","365","0"
"215894","2010","0","717.162","4918.9","1","95.13","365","0"
"215895","2010","0","716.2207","4941.594","1","94.11","365","0.27"
"215896","2010","0","695.0919","4964.207","1","91.66","365","0.64"
"215897","2010","0","673.3132","4986.737","1","89.6","365","0.62"
"215898","2010","0","652.1584","5009.186","1","98.17","365","0.74"
"215899","2010","0","629.4216","5031.552","1","98.86","365","0.6"
"215900","2010","0","604.3373","5053.834","1","95.42","365","0"
"215901","2010","0","579.4584","5076.033",,"76.56","365","0"
"215902","2010","0","554.9932","5098.148",,"72.95","365","0"
"215903","2010","0","531.0002","5120.177",,"85.62","365","0"
"215904","2010","0","507.5358","5142.121",,"96.02","365","0.01"
"215905","2010","0","484.6462","5163.979","1","93.21","365","0.02"
"215906","2010","0","462.4643","5185.75","1","90.51","365","0.02"
